Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
1.JPG,Bakteri,207.49854871082402,5.929211054500684,1552433.0000000135,7.341931523854225,0.008565670395470012,0.09255090704833752,0.9299416307290569,339.95956041911967,8.6310217620435,1552432.9999999828,7.632629877006755,0.006728259515636174,0.08202596854433462,0.8853906699191914,240.45553041106123,6.488359476718927,1552432.9999999835,7.3847194834617875,0.008122053843307874,0.09012243806792998,0.9189023503753047,309.5370605741201,8.008540517081066,1552432.999999971,7.580236266764925,0.007193568086993601,0.08481490486343542,0.8956465573112355
10.JPG,Bakteri,181.61335494827904,7.748016056816517,2110481.0000000927,7.854296052489206,0.0073097824396340895,0.08549726568513223,0.9162682957223802,278.0669911339797,10.285448570897142,2110480.999999943,8.087652118563962,0.005791113673181594,0.07609936710105804,0.8717346946549741,198.0881176762341,8.286146072292132,2110480.999999951,7.916600751155883,0.0071287560657457925,0.08443196116249932,0.9086371078985604,272.22769545538836,10.219294438588877,2110480.9999999264,8.084797649649557,0.005902846827238746,0.07682998651072864,0.8744286715000914
100.JPG,Bakteri,161.4098502393087,5.296093870619077,4607921.000000343,6.892243528216937,0.011476306262878173,0.10712752336761161,0.87445677788723,268.9943424886818,7.68040486080973,4607920.999999836,7.213918719955216,0.008953186186333372,0.09462127766170446,0.7905764719211071,181.62618575237116,5.661122822245661,4607920.999999851,6.962462176480301,0.011412555030299,0.1068295606576148,0.8586401147809302,245.6332847665697,7.247953995908002,4607920.999999842,7.1723445294492825,0.009518318551485532,0.09756187037713829,0.8087609780256863
11.JPG,Bakteri,178.4893932376106,7.4186814883434735,1976521.000000094,7.809972224183312,0.00585283935658222,0.07650385190683029,0.9197400077874601,277.9016368032695,9.686093372186756,1976520.9999999388,8.011330579853867,0.004668266931549092,0.06832471684207035,0.8750933374432467,204.80852811705594,7.748201996403974,1976520.9999999458,7.819628630578692,0.005558571885015328,0.07455583065740283,0.9080163720540704,285.8080941161865,9.782705065410134,1976520.9999999413,8.011825737039633,0.004523193190629722,0.06725468898619429,0.8715380698165703
12.JPG,Bakteri,221.19008800370653,6.451968503937198,1976521.0000000775,7.537951941982318,0.0044379496871258355,0.06661793817828525,0.9347061222536677,277.8447361894708,8.110065720131447,1976520.9999999364,7.755283683545202,0.0038317138060899245,0.061900838492624025,0.9180841800851548,197.7618420236843,6.413122326244673,1976520.9999999497,7.573897630286091,0.004590684971096557,0.06775459372689469,0.941795314564186,314.8243381486746,8.523389546779086,1976520.999999937,7.775189424498165,0.003726207596565515,0.06104267029353741,0.9071814399748293
13.JPG,Bakteri,149.3792959703571,5.99229581596423,1817201.000000039,7.6029963989163125,0.005937076691531324,0.07705242820009843,0.9374689814784046,235.69168888337745,8.430203360406704,1817200.9999999648,7.903354792907435,0.004680813317234569,0.06841646963439849,0.9012420876543391,167.48177196354376,6.554312108624205,1817200.9999999593,7.687761522905545,0.005694948541146408,0.07546488283398052,0.9298213418442443,241.32258664517363,8.31517763035529,1817200.999999971,7.878632996788467,0.004543556621833346,0.06740590939845961,0.8988837253342042
14.JPG,Bakteri,230.57060367454164,6.077566774741541,1817201.0000000542,7.429172972196124,0.007002171839791602,0.08367898087208998,0.9296732293829889,298.7505425010838,7.9041788083575835,1817200.9999999534,7.6804018170235615,0.006058533414109441,0.07783658146469076,0.9088796929103737,228.45053940107846,6.534642569285135,1817200.9999999583,7.533111006616299,0.006949310100337636,0.083362522156768,0.930443065776114,355.91857833715625,8.799972099944162,1817200.9999999534,7.756463179709467,0.005739897814193342,0.07576211331657362,0.8914428866563697
15.JPG,Bakteri,157.95820595955038,6.031449745252538,1666681.0000000298,7.568675698691441,0.0054578345642658285,0.07387715860985605,0.9404187285401183,245.93817037634116,8.255425010850022,1666680.999999957,7.821221456773589,0.004333677947069481,0.0658306763376276,0.9072384464681426,172.08802467604934,6.453763407526792,1666680.9999999579,7.615471396041799,0.005284755582376198,0.0726963244076081,0.9350502480054186,248.6460412920824,8.245427490855004,1666680.9999999541,7.815577254002592,0.004362261444778342,0.06604741815376541,0.9062170476235677
16.JPG,Bakteri,133.4016365601361,4.541485255519561,3043041.000000272,7.129825319840128,0.005376493309695614,0.07332457507340642,0.9092443410760238,191.43693037386072,6.191440882881755,3043040.99999986,7.45605605727103,0.004151073522402518,0.0644288252446257,0.8699142613986517,121.28859507718968,4.515081530163046,3043040.999999878,7.209027570618794,0.0054734880883054934,0.07398302567687735,0.917530221083224,189.08737367474725,6.09782069564139,3043040.999999868,7.445597678500358,0.004168064550866568,0.06456054949322045,0.8715066155034344
17.JPG,Bakteri,145.53730121970105,5.587509649529189,1755951.000000048,7.471134753966735,0.005945830365324705,0.07710921063870843,0.947005867477232,233.4491908983819,7.926591853183762,1755950.9999999611,7.778115406423913,0.004581634477144611,0.06768777199128814,0.9150519000349029,164.9990699981397,6.257021514043025,1755950.999999964,7.5768616251894505,0.005535954659546514,0.07440399626059419,0.9399436395037902,221.0743691487386,7.74713249426502,1755950.999999956,7.761216366240367,0.004631426008310542,0.06805458109716452,0.9195549831496223
18.JPG,Bakteri,135.7878647522009,5.926848849776249,1848353.000000045,7.670416082618578,0.0032369465008057147,0.056894169304118634,0.943056288372858,199.5608996217991,7.813736127472227,1848352.9999999432,7.901492233556705,0.002617293248412557,0.0511594883517472,0.9163321472728826,144.22774195548348,6.282085064170132,1848352.99999996,7.728233082670104,0.0032145806820598898,0.05669727226295715,0.9394030087542954,204.72611445222947,7.946741893483786,1848352.9999999532,7.920672094011187,0.002607726214894452,0.051065900705798306,0.9141682047887462
